,perimeter,points,ucs3bi,ucs3mono,ucs3tri
0,1.7105336925278931,"[<search.State instance at 0x8a445a8>, <search.State instance at 0x8a44ea8>, <search.State instance at 0x8a441b8>]",3930,4283,1608
1,1.3042555651381038,"[<search.State instance at 0x6b00d88>, <search.State instance at 0x8bb5368>, <search.State instance at 0x8bcd200>]",1273,2367,1298
